"cleaning_fee","beds","host_response_time","host_is_superhost","neighbourhood_Bronx","neighbourhood_Brooklyn","neighbourhood_Manhattan","neighbourhood_Queens","neighbourhood_Staten","latitude","longitude","room_apt","room_private","room_shared","accommodates","bathrooms","bedrooms","guests_included","transit","access","minimum_nights","calculated_host_listings_count","property_type","review_scores_rating","reviews_per_month","is_business_travel_ready","review_scores_cleanliness","review_scores_checkin","is_location_exact","review_scores_location","review_scores_value","cancellation_policy","availability_30","availability_60","availability_90","availability_365","bed_airbed","bed_couch","bed_futon","bed_sofa","bed_real","instant_bookable","wifi","heat","air","kitcken","shampoo","essential","tv","gym","washer","dryer","fridge","self_check","hair","smart","aid","hanger","co"
0,4,10,0,0,0,1,0,0,747.509100016003,310.895737825803,1,0,0,8,1,1,5,0,0,1,1,0,86,4.11,0,8,9,1,10,9,3,4,20,34,104,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
5,1,3,0,0,0,1,0,0,794.587413771602,331.819458524393,0,1,0,2,1.5,1,1,0,1,3,1,0,95,0.72,0,10,10,0,9,9,3,0,0,0,171,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,0,0,0,0,1,0,0,741.353964871799,320.082002761296,1,0,0,2,1,1,1,1,1,2,1,0,92,0.35,0,8,10,0,10,8,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
50,3,10,0,0,0,0,1,0,763.153770681903,373.010664047399,1,0,0,6,1,0,2,1,1,2,2,0,94,1.73,1,9,10,0,10,10,3,0,1,4,13,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1
10,1,0,0,0,0,1,0,0,744.178053596798,324.353409971494,0,1,0,2,1,1,1,1,1,3,2,0,90,0.09,0,10,10,1,10,9,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
50,1,0,0,0,1,0,0,0,667.670341003898,319.964039240602,0,1,0,2,1,1,1,1,1,1,2,0,91,2.38,0,9,10,1,10,9,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1
75,1,10,0,0,0,1,0,0,735.299111969901,299.004844294501,1,0,0,2,1,1,1,0,0,2,1,0,92,0.27,0,9,10,0,10,9,3,8,31,50,325,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1
225,3,6,0,0,0,1,0,0,714.446091108897,308.824745574896,1,0,0,10,2,3,3,1,1,2,1,0,91,2.67,1,9,9,1,9,9,3,11,23,43,43,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
20,1,6,1,0,0,0,1,0,725.255851953797,440.268205130195,0,1,0,1,1,1,1,1,1,2,1,0,99,0.95,0,10,10,0,10,10,2,29,59,89,89,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
20,1,10,0,0,0,0,1,0,751.619966419,417.785613363691,0,1,0,5,1,1,1,1,1,1,1,0,93,2.1,0,9,10,1,10,9,3,9,36,66,341,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
25,1,10,0,0,1,0,0,0,690.514488932699,349.509156886398,0,1,0,2,1,1,1,0,1,2,9,0,78,2.17,0,7,9,1,8,8,3,21,44,71,346,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0
20,1,10,1,0,0,0,1,0,744.669265378299,424.513625797701,0,1,0,2,1,1,1,1,1,1,8,0,95,3.2,0,10,10,0,9,9,3,26,56,86,176,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
50,1,3,0,0,0,1,0,0,799.816248023703,338.078272527298,1,0,0,2,1,1,1,1,1,4,1,0,96,0.51,0,9,10,0,10,10,1,4,4,4,223,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
70,2,10,0,0,0,1,0,0,849.146189120702,366.830131968101,1,0,0,4,1,2,2,1,1,3,1,0,100,2,0,10,10,1,10,10,3,8,16,16,46,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
100,2,10,0,0,0,1,0,0,728.990287567001,313.303271993604,1,0,0,5,1,2,5,1,1,4,1,0,85,2.26,0,9,9,1,10,9,3,14,38,62,152,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
50,2,10,0,0,1,0,0,0,722.7592000961,363.243258716395,1,0,0,3,1,1,2,1,1,3,1,0,91,3.33,0,9,10,0,8,9,2,8,12,27,277,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1
50,1,3,0,0,1,0,0,0,702.3764949477,373.371105688491,1,0,0,3,1,1,3,1,1,2,1,0,100,0.13,0,10,10,1,10,10,3,0,0,0,59,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
50,1,0,0,0,0,1,0,0,820.653562281599,354.732193679098,1,0,0,2,1,1,1,1,0,3,1,0,95,0.17,0,8,9,1,9,9,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
120,3,0,0,0,0,1,0,0,800.305300921799,341.5258159947,1,0,0,4,2,3,1,1,0,2,1,0,100,0.29,0,10,10,1,10,9,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
50,2,10,0,0,1,0,0,0,672.984778229498,344.389886261894,0,1,0,4,1,1,3,1,1,2,2,0,100,0.05,0,10,10,1,10,10,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1
100,2,0,0,0,0,1,0,0,727.1646609451,317.362747424596,1,0,0,4,1,2,1,0,0,4,1,0,87,0.13,0,9,9,1,8,9,3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,1,0,0,779.244322365699,350.759461926202,1,0,0,4,1,1,4,1,1,1,1,0,93,0.18,0,9,10,1,9,9,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
35,1,6,0,0,1,0,0,0,700.452128207999,383.272102711402,0,1,0,2,1,1,4,1,0,1,1,0,94,1.08,0,9,10,1,9,9,1,6,21,37,217,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
150,2,6,1,0,1,0,0,0,691.0625233294,334.713281677992,1,0,0,4,1,1,1,0,0,2,2,0,98,0.46,0,10,10,1,10,10,3,30,60,90,365,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
55,1,0,0,0,1,0,0,0,691.680294228199,342.046046513303,0,1,0,1,1,1,1,0,0,4,1,0,100,0.22,0,9,10,1,10,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
50,1,0,0,0,0,1,0,0,744.907490725602,304.639233834692,0,1,0,2,1,1,1,0,0,1,2,0,100,0.04,0,10,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
50,1,6,0,0,1,0,0,0,680.503872320699,353.879701126402,0,1,0,2,1,1,1,1,1,3,1,0,94,2.45,0,9,10,0,9,10,3,11,20,20,20,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1
20,1,0,0,0,0,1,0,0,813.097712325302,339.258639376595,0,1,0,1,1,1,1,0,0,2,1,0,84,0.22,0,8,10,1,10,9,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
100,3,6,1,0,1,0,0,0,688.231773039902,366.33454631189,1,0,0,6,1,2,2,1,1,2,2,0,96,4.31,1,10,10,1,9,10,3,4,10,21,92,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1
150,1,0,0,0,0,1,0,0,795.460607646802,335.482531864301,0,1,0,1,1,1,1,0,0,3,1,0,80,0.09,0,6,10,1,10,10,3,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0
100,2,6,0,0,0,1,0,0,768.409448965798,310.170523181995,1,0,0,2,1,0,1,1,1,1,1,0,96,0.44,0,10,10,1,9,9,3,29,59,89,364,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
50,4,10,0,1,0,0,0,0,819.1081086389,390.612696646301,0,1,0,4,1.5,1,1,1,1,2,4,0,90,2.01,0,9,9,0,8,9,2,21,51,78,168,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
50,2,6,0,0,0,1,0,0,720.284502270403,306.507718340598,1,0,0,4,1,1,2,0,0,1,3,0,94,0.39,0,10,10,1,10,10,1,20,50,80,355,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
50,1,0,0,0,0,1,0,0,821.274627056901,343.310423648504,0,1,0,2,1.5,1,1,0,0,1,2,0,80,0.05,0,8,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1
50,2,0,0,0,0,1,0,0,704.331282515902,292.175869209103,1,0,0,3,1,2,3,1,1,2,1,0,100,0.09,0,7,10,1,10,9,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
50,1,10,0,0,1,0,0,0,675.638587580998,345.505275129398,0,1,0,1,1,1,1,1,1,4,1,0,73,0.62,0,7,9,1,8,7,3,30,50,80,355,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
50,2,10,0,0,1,0,0,0,680.617480795704,345.205740292897,1,0,0,4,2,1,2,1,1,2,1,0,93,2.66,1,9,10,1,9,9,2,9,9,9,9,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
10,1,0,0,0,0,1,0,0,742.403271499498,323.575535931596,0,0,1,1,1,1,1,1,0,2,1,0,80,0.05,0,8,10,1,10,10,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0
7,1,10,0,0,0,1,0,0,749.712734107902,304.668645118795,0,1,0,1,1,1,1,0,0,1,11,0,90,5.01,0,9,10,1,10,9,2,11,41,71,346,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,10,1,0,0,0,1,0,707.236547355699,387.715428689404,0,1,0,2,2,1,2,1,1,2,3,0,98,5.19,0,10,10,1,9,10,2,6,33,49,301,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
50,1,3,0,0,0,1,0,0,790.728189628702,353.312193328392,1,0,0,2,1,1,1,0,0,2,1,0,97,0.47,0,10,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
5,1,10,0,0,0,0,1,0,686.9688969241,433.890349706701,0,1,0,1,1,1,1,1,1,2,5,0,94,2.53,0,10,10,1,9,10,3,20,50,72,347,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
65,4,10,0,0,0,1,0,0,746.387254739098,312.681410041691,1,0,0,7,1,2,4,1,1,4,1,0,90,4.33,0,9,10,1,10,9,3,3,6,11,166,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
50,2,10,1,0,1,0,0,0,682.787973580197,311.602263044094,1,0,0,4,1,2,4,1,1,3,1,0,98,3.07,1,10,10,1,10,10,2,7,11,11,11,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
60,1,10,0,0,0,1,0,0,716.662932146697,301.760050495091,0,1,0,1,1,1,1,1,1,4,4,0,92,0.99,0,8,10,0,10,9,3,5,15,35,310,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
50,1,0,0,0,1,0,0,0,680.217948553498,373.272800545294,0,1,0,1,1.5,1,1,1,1,1,1,0,100,0.05,0,10,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
70,4,10,1,0,1,0,0,0,682.639624657,357.618057698403,1,0,0,6,1,3,6,1,1,3,1,0,98,3.22,1,10,10,0,9,10,3,20,27,42,299,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1
59,1,10,0,0,0,1,0,0,763.2625319333,311.134712105698,1,0,0,3,1,1,2,1,1,2,1,0,94,6.17,1,9,10,1,10,9,3,12,39,61,336,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
15,1,0,0,0,1,0,0,0,668.773738911803,366.815182816396,0,1,0,2,1,1,1,1,1,3,1,0,97,0.6,0,10,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
25,2,0,0,0,1,0,0,0,719.303655744603,342.690671907903,1,0,0,3,1,2,1,1,1,2,1,0,100,0.09,0,10,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
160,5,3,0,0,1,0,0,0,684.207317708001,340.145251711604,1,0,0,10,2,4,8,1,1,3,1,0,95,1.56,1,9,10,1,9,10,2,8,9,18,98,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1
100,3,6,1,0,1,0,0,0,732.7226440716,341.991790398993,1,0,0,5,1,2,2,1,0,3,1,0,98,1.2,0,10,10,1,10,10,3,7,19,33,297,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
50,1,0,0,1,0,0,0,0,834.012782051303,393.288308709103,0,1,0,1,1,1,1,0,0,26,1,0,60,0.09,0,6,6,1,6,6,3,30,60,90,90,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0
60,1,0,0,0,1,0,0,0,708.454096958299,332.580993384795,1,0,0,2,1,0,1,0,0,1,1,0,100,0.04,0,10,10,1,8,10,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
65,2,10,0,0,1,0,0,0,673.3003587414,387.645710973899,1,0,0,3,1,0,2,1,1,3,1,0,96,2.21,1,10,10,0,8,9,2,8,24,28,290,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1
20,1,0,0,0,0,1,0,0,787.709629950903,358.033906983195,0,1,0,2,2,1,1,0,0,1,1,0,80,0.05,0,10,10,1,8,8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0
35,1,10,0,0,0,1,0,0,719.094607605498,315.274689185799,0,1,0,2,1.5,1,1,1,1,2,4,0,99,0.72,0,10,10,1,10,10,2,28,55,82,357,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
10,1,0,0,0,1,0,0,0,691.774868049499,374.908261818291,0,1,0,2,1,1,1,0,0,7,1,0,100,0.1,0,10,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
50,1,0,0,0,0,0,1,0,758.878491297899,368.799398711602,1,0,0,2,1,1,1,1,1,2,1,0,93,0.15,0,10,10,1,9,9,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
60,1,10,0,0,0,1,0,0,789.364136905,327.720627507503,1,0,0,2,1,0,1,1,1,4,1,0,96,0.51,1,9,9,1,9,9,1,0,0,0,14,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
50,1,10,0,0,0,1,0,0,832.9412497066,358.328916421598,0,1,0,1,1,1,1,1,1,7,1,0,98,0.44,0,10,10,1,10,10,3,0,0,0,224,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
85,2,10,1,0,1,0,0,0,667.903647391498,312.9699486162,1,0,0,4,1,1,3,1,1,4,1,0,99,1.53,1,10,10,1,10,10,3,4,23,31,85,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
10,1,3,0,0,1,0,0,0,685.771345468901,422.301081823591,0,1,0,1,1,1,1,0,1,3,3,0,77,0.3,0,8,9,1,9,8,3,30,60,90,365,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1
50,2,0,0,0,0,1,0,0,803.1781226112,337.588278799899,1,0,0,3,1.5,2,1,1,1,2,1,0,100,0.09,0,8,10,1,8,10,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0
100,3,6,0,0,0,1,0,0,761.492608766801,308.406117474192,1,0,0,5,1,2,3,1,1,3,2,0,92,3.06,0,10,10,1,10,9,3,15,34,40,259,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1
99,1,10,0,0,0,1,0,0,764.582339260897,317.824600073692,0,1,0,2,1,1,1,1,1,1,3,0,92,0.61,0,10,10,0,10,9,2,4,4,4,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
0,1,0,0,0,1,0,0,0,703.758505955797,372.815209798503,0,1,0,1,1.5,1,1,1,1,3,1,0,100,0.05,0,8,10,1,10,10,3,0,3,33,308,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0
35,1,6,0,0,0,1,0,0,820.386204574604,358.533088475099,0,1,0,1,1,1,1,1,1,1,2,0,93,0.97,0,9,9,0,8,9,3,2,32,62,246,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1
50,1,3,0,0,0,1,0,0,798.190065085201,352.163916792293,0,1,0,2,1,1,1,1,1,1,1,0,100,0.48,0,10,10,1,10,10,2,13,17,17,17,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0
50,1,0,0,0,0,1,0,0,796.352409379601,326.776195638601,0,1,0,1,1,1,1,1,1,1,1,0,100,0.05,0,10,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
60,2,0,0,0,0,1,0,0,723.868630178302,310.610972771002,1,0,0,3,1,1,2,1,1,2,1,0,93,0.13,0,10,10,1,10,9,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
150,2,0,0,0,1,0,0,0,731.002307113897,345.204682588999,1,0,0,4,1.5,2,5,1,1,5,1,0,95,0.91,0,10,10,1,10,9,2,0,19,49,324,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
100,1,0,0,0,1,0,0,0,711.018754706103,331.100527716401,1,0,0,2,1,1,1,0,0,4,1,0,100,0.25,0,10,10,1,10,10,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
8,1,0,0,0,1,0,0,0,709.278766015501,347.141235588296,0,1,0,2,1,1,1,1,0,1,1,0,93,2.39,0,9,10,1,9,10,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1
50,6,10,0,0,0,1,0,0,741.098553905303,309.7567677206,1,0,0,8,1,3,4,1,1,5,1,0,85,1.25,0,9,9,1,10,8,3,4,33,60,335,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
195,6,10,0,0,0,1,0,0,835.426441455397,355.437066262795,1,0,0,10,2,4,6,1,1,1,4,0,93,3.23,1,10,10,0,9,9,3,14,27,40,293,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
30,1,10,0,0,0,1,0,0,852.127348810299,364.035471464803,1,0,0,2,1,1,1,1,1,30,1,0,93,0.21,0,9,10,0,9,10,3,1,1,1,2,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
50,2,0,0,0,0,1,0,0,740.448683817498,301.761458433802,1,0,0,2,1,1,2,0,0,3,1,0,91,0.41,0,9,9,1,10,9,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
45,1,6,0,0,0,1,0,0,717.0273679248,306.615260432196,0,1,0,1,1,1,1,1,1,3,2,0,87,0.18,0,6,10,1,9,10,3,29,59,89,364,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
80,1,0,0,0,1,0,0,0,684.942672442602,362.300162677201,1,0,0,2,1,1,1,0,0,3,1,0,80,0.14,0,8,10,1,9,9,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
100,2,6,0,0,0,1,0,0,733.3122337185,290.329458174796,1,0,0,3,1,1,1,0,0,8,1,0,95,0.18,0,9,10,1,10,10,3,10,10,10,10,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1
35,1,0,0,0,1,0,0,0,688.090355469498,339.728434060902,1,0,0,2,1,1,2,1,1,3,1,0,80,0.09,0,7,10,1,7,8,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
30,1,0,0,0,0,0,1,0,766.253087194301,385.51601869689,0,1,0,2,1,1,1,1,1,2,1,0,91,0.64,0,10,10,1,10,9,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
70,2,3,0,0,0,1,0,0,762.407743026301,310.818359369492,1,0,0,3,1,1,2,0,0,1,1,0,88,1.68,0,9,10,0,10,8,3,0,0,0,64,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
10,1,0,1,0,0,0,1,0,777.210570432203,379.192171775799,0,1,0,1,1,1,1,1,0,2,1,0,96,0.75,0,9,10,1,9,10,1,29,59,89,364,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
20,1,0,0,0,0,1,0,0,729.580396539497,316.868051215593,0,1,0,2,0,1,1,0,0,3,1,0,83,0.37,0,7,9,1,10,9,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
45,3,1,0,0,0,1,0,0,742.586993478902,311.14058979179,1,0,0,4,1,0,1,1,1,24,1,0,83,0.38,0,9,7,1,10,8,3,10,40,69,280,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
40,1,10,0,0,0,1,0,0,709.955253429399,292.547050667892,0,1,0,2,1,1,1,1,1,2,1,0,88,3.22,0,9,10,1,10,9,3,0,6,27,200,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
80,2,10,0,0,0,0,1,0,700.851088311602,487.156527404892,1,0,0,4,1,1,3,1,1,1,2,0,96,1,1,10,10,1,10,10,3,15,29,41,108,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1
80,2,6,0,0,1,0,0,0,618.517783757802,265.293117869803,1,0,0,2,1,1,2,1,1,5,1,0,100,0.72,0,10,10,0,10,10,3,0,0,21,282,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
120,2,6,0,0,0,1,0,0,707.990345811403,290.227269127897,1,0,0,4,1,2,4,1,1,3,1,0,92,2.5,0,9,10,1,10,9,3,8,13,43,318,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
60,2,10,0,0,0,1,0,0,760.378520069303,312.187008258292,1,0,0,4,1,1,3,1,1,7,1,0,95,3.02,1,10,10,1,10,9,2,9,17,20,225,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1
50,3,10,1,0,0,1,0,0,769.322923526801,314.730121807301,1,0,0,6,3,2,1,1,1,3,1,0,95,3.82,0,9,10,1,10,9,3,8,16,23,106,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
50,1,0,0,0,1,0,0,0,662.476949190697,303.325036509392,1,0,0,2,1,0,1,1,0,2,1,0,100,0.21,0,9,10,1,9,10,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
120,2,0,1,0,1,0,0,0,681.834571040604,337.212333842302,1,0,0,5,1,2,4,1,1,5,1,0,94,0.82,0,9,9,1,9,9,3,0,0,0,216,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
50,2,0,0,0,0,1,0,0,805.073023163203,335.346339671901,1,0,0,6,1,2,1,0,0,4,1,0,100,0.14,0,9,10,1,9,9,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
90,2,10,1,0,0,1,0,0,799.016495297799,338.824380151394,1,0,0,6,1,2,4,0,0,4,1,0,96,2,0,9,10,1,9,9,1,3,4,8,103,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
50,1,10,1,0,0,1,0,0,714.720866076,309.185584456401,1,0,0,2,1,0,1,1,1,2,1,0,98,1.75,0,10,10,0,10,10,2,0,5,9,15,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1
25,1,6,0,0,1,0,0,0,699.968600433401,379.164774955001,0,1,0,1,1,1,1,1,1,3,2,0,100,0.33,0,9,10,1,10,10,3,3,21,51,51,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
50,1,0,0,0,1,0,0,0,684.741848721302,311.379462650294,0,1,0,2,1,1,1,0,0,1,1,0,100,0.05,0,10,10,1,10,10,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
325,7,3,0,0,0,1,0,0,805.556314235098,359.877113078795,1,0,0,10,2.5,4,8,1,1,5,1,0,40,0.47,0,4,2,0,8,4,3,18,48,78,168,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
75,1,6,0,0,1,0,0,0,685.207906361597,328.6892295949,1,0,0,2,1,1,2,1,1,1,1,0,86,1.67,0,9,9,1,9,9,2,9,39,69,344,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
30,2,6,1,0,0,1,0,0,763.915938226603,304.761230289103,1,0,0,4,1,1,2,1,1,4,3,0,97,2.71,1,10,10,1,10,10,2,2,2,4,98,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
25,2,10,0,0,0,0,1,0,731.1654870119,448.528570889792,0,1,0,3,1,1,1,0,0,1,2,0,60,0.23,0,7,8,1,9,8,2,30,60,90,365,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
